,Team,Type,POS,Name,Specific POS,AGE,SH,ACQUIRED,GP,G,A,P,GAA,SV%,League,Notes,NHL eP,Goalie Equivalency
519,CAR,Prospects,D,"Nikishin, Alexander",LD,21,L,Drafted (69 - 2020),65,11.0,44.0,55.0,,,KHL,,54,0.0
520,CAR,Prospects,D,"Webber, Cade",LD,22,L,Drafted (99 - 2019),40,1.0,5.0,6.0,,,NCAA,,2,0.0
521,CAR,Prospects,D,"Forsmark, Simon",LD,19,L,Drafted (101 - 2022),33,6.0,24.0,30.0,,,J20 Nationell,,7,0.0
523,CAR,Prospects,D,"Grudinin, Vladimir",LD,19,L,Drafted (156 - 2022),26,1.0,1.0,2.0,,,KHL,,5,0.0
524,CAR,Prospects,D,"Montgomery, Bryce",RD,20,R,Drafted (170 - 2021),48,6.0,11.0,17.0,,,USHL,,4,0.0
525,CAR,Prospects,D,"Pelevin, Alexander",LD,19,L,Drafted (205 - 2022),41,2.0,16.0,18.0,,,MHL,,5,0.0
526,CAR,Prospects,D,"Nyström, Joel",RD,21,R,Drafted (219 - 2021),46,6.0,10.0,16.0,,,SHL,,16,0.0
527,CAR,Prospects,G,"Hamrla, Patrik",G,20,L,Drafted (83 - 2021),44,,,,2.82,0.894,QMJHL,,0,0.858152355
529,CAR,Prospects,G,"Vondras, Jakub",G,19,R,Drafted (171 - 2022),29,,,,2.19,0.929,Czechia U20,,0,0.864210618
530,CAR,Prospects,G,"Quapp, Nikita",G,20,L,Drafted (187 - 2021),12,,,,2.67,0.917,DEL2,,0,0.874863233
531,CAR,Prospects,G,"Kucharski, Jake",G,23,L,Drafted (197 - 2018),20,,,,2.72,0.904,NCAA,,0,0.868189076
533,NYI,Majors,RW,"Wahlstrom, Oliver",RW,23,R,Drafted (11 - 2018),35,7.0,9.0,16.0,,,NHL,,16,0.0
534,NYI,Majors,LD,"Romanov, Alexander",LD,23,L,Traded,76,2.0,20.0,22.0,,,NHL,,22,0.0
535,NYI,Majors,RD,"Dobson, Noah",RD,23,R,Drafted (12 - 2018),78,13.0,36.0,49.0,,,NHL,,49,0.0
536,NYI,Majors,F,"Holmström, Simon",RW,22,L,Drafted (23 - 2019),50,6.0,3.0,9.0,,,NHL,,9,0.0
537,NYI,Majors,D,"Bolduc, Samuel",LD,22,L,Drafted (57 - 2019),56,10.0,25.0,35.0,,,AHL,,20,0.0
538,NYI,Minors,F,"Dufour, William",RW,21,R,Drafted (152 - 2020),69,21.0,27.0,48.0,,,AHL,,22,0.0
539,NYI,Minors,F,"Iskhakov, Ruslan",C,23,L,Drafted (43 - 2018),69,17.0,34.0,51.0,,,AHL,,24,0.0
540,NYI,Minors,F,"Maggio, Matthew",RW,20,R,Drafted (142 - 2022),66,54.0,57.0,111.0,,,OHL,,20,0.0
541,NYI,Minors,F,"Newkirk, Reece",C,22,L,Drafted (147 - 2019),50,18.0,18.0,36.0,,,ECHL,,9,0.0
542,NYI,Minors,F,"Liukas, Eetu",LW,20,L,Drafted (157 - 2021),58,14.0,9.0,23.0,,,Liiga,,14,0.0
543,NYI,Minors,F,"Kuefler, Daylan",LW,21,L,Drafted (174 - 2022),54,31.0,30.0,61.0,,,WHL,,13,0.0
544,NYI,Minors,D,"Odelius, Calle",LD,19,L,Drafted (65 - 2022),43,1.0,10.0,11.0,,,HockeyAllsvenskan,,7,0.0
545,NYI,Minors,D,"George, Isaiah",LD,19,L,Drafted (98 - 2022),54,7.0,15.0,22.0,,,OHL,,5,0.0
546,NYI,Minors,D,"Fulp, Aidan",RD,23,R,Signed to ELC,38,2.0,13.0,15.0,,,NCAA,,6,0.0
547,NYI,Minors,D,"Mitchell, Travis",LD,23,L,Signed to ELC,34,6.0,13.0,19.0,,,NCAA,,9,0.0
548,NYI,Minors,G,"Skarek, Jakub",G,23,L,Drafted (72 - 2018),38,,,,3.37,0.892,AHL,,0,0.87243233
549,NYI,Minors,G,"Lennox, Tristan",G,20,L,Drafted (93 - 2021),45,,,,3.15,0.888,OHL,,0,0.858214719
551,NYI,Prospects,F,"Finley, Quinn",LW,19,L,Drafted (78 - 2022),55,25.0,40.0,65.0,,,USHL,,14,0.0
552,NYI,Prospects,F,"Ljungkrantz, Alexander",LW,21,L,Drafted (90 - 2020),52,6.0,5.0,11.0,,,SHL,,10,0.0
554,NYI,Prospects,F,"Jefferies, Alex",LW,21,R,Drafted (121 - 2020),38,14.0,27.0,41.0,,,NCAA,,17,0.0
555,NYI,Prospects,F,"Berg, Cameron",C,21,L,Drafted (125 - 2021),37,10.0,14.0,24.0,,,NCAA,,10,0.0
558,NYI,Prospects,D,"Rajaniemi, Matias",LD,21,L,Drafted (183 - 2020),31,0.0,4.0,4.0,,,Liiga,,5,0.0
559,NYI,Prospects,D,"Malinen, Aleksi",LD,20,L,Drafted (189 - 2021),42,0.0,7.0,7.0,,,Liiga,,6,0.0
561,NYI,Prospects,D,"Machu, Tomas",RD,20,R,Drafted (221 - 2021),57,4.0,10.0,14.0,,,USHL,,3,0.0
562,WPG,Majors,LW,"Perfetti, Cole",LW,21,L,Drafted (10 - 2020),51,8.0,22.0,30.0,,,NHL,,30,0.0
563,WPG,Majors,F,"Gustafsson, David",LW,23,L,Drafted (60 - 2018),46,0.0,6.0,6.0,,,NHL,,6,0.0
564,WPG,Minors,F,"Lucius, Chaz",C,20,R,Drafted (18 - 2021),12,2.0,3.0,5.0,,,AHL,,13,0.0
565,WPG,Minors,F,"Lambert, Brad",C,19,R,Drafted (30 - 2022),26,17.0,21.0,38.0,,,WHL,,17,0.0
566,WPG,Minors,F,"Torgersson, Daniel",LW,21,L,Drafted (40 - 2020),69,11.0,9.0,20.0,,,AHL,,9,0.0
567,WPG,Minors,F,"Chibrikov, Nikita",RW,20,L,Drafted (50 - 2021),31,1.0,1.0,2.0,,,KHL,,4,0.0
568,WPG,Minors,F,"Zhilkin, Danil",C,19,L,Drafted (77 - 2022),60,29.0,27.0,56.0,,,OHL,,11,0.0
569,WPG,Minors,F,"Nikkanen, Henri",C,22,L,Drafted (113 - 2019),66,5.0,11.0,16.0,,,AHL,,8,0.0
570,WPG,Minors,F,"Wagner, Fabian",C,19,L,Drafted (175 - 2022),33,11.0,22.0,33.0,,,J20 Nationell,,7,0.0
571,WPG,Minors,F,"Ford, Parker",C,23,R,Signed to ELC,37,12.0,14.0,26.0,,,NCAA,,11,0.0
572,WPG,Minors,D,"Heinola, Ville",LD,22,L,Drafted (20 - 2019),48,4.0,33.0,37.0,,,AHL,,25,0.0
573,WPG,Minors,D,"Kniazev, Artemi",LD,22,L,Traded,61,5.0,23.0,28.0,,,AHL,,15,0.0
574,WPG,Minors,D,"Lundmark, Simon",RD,22,R,Drafted (51 - 2019),64,3.0,14.0,17.0,,,AHL,,8,0.0
575,WPG,Minors,D,"Salomonsson, Elias",RD,19,R,Drafted (55 - 2022),25,3.0,2.0,5.0,,,SHL,,9,0.0
576,WPG,Minors,D,"Kuzmin, Dmitri",LD,20,L,Drafted (82 - 2021),65,14.0,45.0,59.0,,,OHL,,11,0.0
577,WPG,Minors,D,"Chisholm, Declan",LD,23,L,Drafted (150 - 2018),59,5.0,38.0,43.0,,,AHL,,23,0.0
578,WPG,Minors,D,"Bauer, Tyrel",RD,21,R,Drafted (164 - 2020),47,2.0,5.0,7.0,,,AHL,,5,0.0
579,WPG,Minors,G,"Salminen, Oskari",G,23,L,Signed to ELC,39,,,,3.06,0.896,AHL,,0,0.874927124
580,WPG,Minors,G,"DiVincentiis, Domenic",G,19,L,Drafted (207 - 2022),48,,,,2.33,0.919,OHL,,0,0.869978392
581,WPG,Prospects,F,"McGroarty, Rutger",LW,19,L,Drafted (14 - 2022),39,18.0,21.0,39.0,,,NCAA,,16,0.0
584,WPG,Prospects,F,"Blaisdell, Harrison",C,22,L,Drafted (134 - 2019),32,1.0,3.0,4.0,,,NCAA,,2,0.0
585,WPG,Prospects,F,"Rashevsky, Dmitri",RW,22,L,Drafted (146 - 2021),67,19.0,19.0,38.0,,,KHL,,36,0.0
588,WPG,Prospects,F,"Wong, Austin",C,23,R,Drafted (215 - 2018),30,1.0,0.0,1.0,,,NCAA,,1,0.0
589,WPG,Prospects,D,"Brown, Garrett",RD,19,R,Drafted (99 - 2022),36,3.0,13.0,16.0,,,USHL,,5,0.0
590,WPG,Prospects,D,"Johannesson, Anton",LD,21,L,Drafted (133 - 2020),32,8.0,18.0,26.0,,,HockeyEttan,,7,0.0
592,LAK,Majors,LW,"Byfield, Quinton",C,21,L,Drafted (2 - 2020),53,3.0,19.0,22.0,,,NHL,,22,0.0
593,LAK,Majors,RW,"Kaliyev, Arthur",RW,22,L,Drafted (33 - 2019),56,13.0,15.0,28.0,,,NHL,,28,0.0
594,LAK,Majors,LD,"Björnfot, Tobias",LD,22,L,Drafted (22 - 2019),50,5.0,7.0,12.0,,,AHL,,8,0.0
595,LAK,Majors,RD,"Clarke, Brandt",RD,20,R,Drafted (8 - 2021),31,23.0,38.0,61.0,,,OHL,,23,0.0
596,LAK,Majors,F,"Fagemo, Samuel",LW,23,R,Drafted (50 - 2019),56,23.0,9.0,32.0,,,AHL,,18,0.0
597,LAK,Training Camp,F,"Turcotte, Alex",C,22,L,Drafted (5 - 2019),32,6.0,11.0,17.0,,,AHL,,17,0.0
598,LAK,Training Camp,D,"Spence, Jordan",RD,22,R,Drafted (95 - 2019),56,4.0,41.0,45.0,,,AHL,,26,0.0
599,LAK,Minors,F,"Pinelli, Francesco",C,20,L,Drafted (42 - 2021),60,41.0,49.0,90.0,,,OHL,,18,0.0
600,LAK,Minors,F,"Helenius, Samuel",C,20,L,Drafted (59 - 2021),61,2.0,12.0,14.0,,,AHL,,7,0.0
601,LAK,Minors,F,"Thomas, Akil",C,23,R,Drafted (51 - 2018),13,5.0,3.0,8.0,,,AHL,,20,0.0
602,LAK,Minors,F,"Laferriere, Alex",RW,21,R,Drafted (83 - 2020),34,21.0,21.0,42.0,,,NCAA,,20,0.0
603,LAK,Minors,F,"Chromiak, Martin",RW,21,R,Drafted (128 - 2020),55,15.0,13.0,28.0,,,AHL,,16,0.0
604,LAK,Minors,F,"Lee, Andre",LW,23,L,Drafted (188 - 2019),58,6.0,3.0,9.0,,,AHL,,5,0.0
605,LAK,Minors,F,"Madden, Tyler",C,23,R,Traded,71,20.0,13.0,33.0,,,AHL,,15,0.0
607,LAK,Minors,D,"Nousiainen, Kim",LD,22,L,Drafted (119 - 2019),37,2.0,4.0,6.0,,,AHL,,5,0.0
608,LAK,Minors,D,"Krygier, Cole",LD,23,L,Traded,38,10.0,6.0,16.0,,,NCAA,,7,0.0
609,LAK,Minors,G,"Portillo, Erik",G,23,L,Traded,38,,,,3.0,0.908,NCAA,,0,0.869950893
610,LAK,Prospects,F,"Hughes, Jack",C,19,L,Drafted (51 - 2022),32,5.0,11.0,16.0,,,NCAA,,8,0.0
611,LAK,Prospects,F,"Simontaival, Kasper",C,21,R,Drafted (66 - 2020),49,10.0,14.0,24.0,,,Liiga,,18,0.0
613,LAK,Prospects,F,"Connors, Kenny",C,20,L,Drafted (103 - 2022),32,9.0,17.0,26.0,,,NCAA,,13,0.0
614,LAK,Prospects,F,"Wright, Jared",C,20,R,Drafted (169 - 2022),34,8.0,4.0,12.0,,,NCAA,,6,0.0
616,LAK,Prospects,F,"Jämsen, Aatu",RW,21,L,Drafted (190 - 2020),43,14.0,18.0,32.0,,,Liiga,,27,0.0
617,LAK,Prospects,F,"Lawrence, Kaleb",RW,20,L,Drafted (215 - 2022),50,16.0,21.0,37.0,,,OHL,,9,0.0
618,LAK,Prospects,D,"Kirsanov, Kirill",LD,20,L,Drafted (84 - 2021),31,4.0,10.0,14.0,,,VHL,,12,0.0
619,LAK,Prospects,D,"Booth, Angus",LD,19,L,Drafted (116 - 2022),62,3.0,16.0,19.0,,,QMJHL,,3,0.0
620,LAK,Prospects,D,"Meehan, Ben",LD,22,L,Drafted (140 - 2020),34,4.0,13.0,17.0,,,NCAA,,8,0.0
621,LAK,Prospects,D,"Salin, Otto",RD,19,R,Drafted (148 - 2022),27,2.0,6.0,8.0,,,Liiga,,11,0.0
623,LAK,Prospects,D,"Doyle, Braden",LD,22,L,Drafted (157 - 2019),23,1.0,7.0,8.0,,,NCAA,,6,0.0
624,LAK,Prospects,D,"Sparkes, Jack",RD,19,R,Drafted (180 - 2022),53,1.0,7.0,8.0,,,USHL,,2,0.0
626,LAK,Prospects,G,"Markkanen, Juho",G,21,L,Drafted (112 - 2020),18,,,,3.04,0.894,DEL,,0,0.872037977
627,LAK,Reserve,F,"Shafigullin, Bulat",C,23,L,Drafted (82 - 2018),30,4.0,9.0,13.0,,,KHL,,27,0.0
628,VGK,Majors,LW,"Cotter, Paul",LW,23,L,Drafted (115 - 2018),55,13.0,5.0,18.0,,,NHL,,18,0.0
629,VGK,Majors,F,"Dorofeyev, Pavel",LW,22,L,Drafted (79 - 2019),32,9.0,8.0,17.0,,,AHL,,17,0.0
630,VGK,Minors,F,"Brisson, Brendan",C,21,L,Drafted (29 - 2020),58,18.0,19.0,37.0,,,AHL,,20,0.0
632,VGK,Minors,F,"Sapovaliv, Matyas",C,19,L,Drafted (48 - 2022),61,27.0,29.0,56.0,,,OHL,,11,0.0
633,VGK,Minors,F,"Brabenec, Jakub",C,20,L,Drafted (102 - 2021),54,18.0,42.0,60.0,,,QMJHL,,10,0.0
634,VGK,Minors,F,"Primeau, Mason",C,22,L,Drafted (141 - 2019),27,5.0,3.0,8.0,,,AHL,,9,0.0
635,VGK,Minors,D,"Korczak, Kaedan",RD,22,R,Drafted (41 - 2019),50,4.0,10.0,14.0,,,AHL,,9,0.0
636,VGK,Minors,D,"Chayka, Daniil",LD,20,L,Drafted (38 - 2021),57,2.0,6.0,8.0,,,AHL,,4,0.0
637,VGK,Minors,D,"Cormier, Lukas",LD,21,L,Drafted (68 - 2020),62,10.0,25.0,35.0,,,AHL,,18,0.0
638,VGK,Minors,D,"Ahac, Layton",LD,22,L,Drafted (86 - 2019),34,1.0,3.0,4.0,,,AHL,,4,0.0
639,VGK,Minors,D,"Fleming, Joe",RD,20,R,Signed to ELC,63,5.0,22.0,27.0,,,QMJHL,,4,0.0
640,VGK,Minors,D,"Sedoff, Christoffer",LD,21,L,Signed to ELC,59,5.0,46.0,51.0,,,WHL,,10,0.0
641,VGK,Minors,G,"Vikman, Jesper",G,21,L,Drafted (125 - 2020),45,,,,3.29,0.903,WHL,,0,0.863656479
642,VGK,Minors,G,"Saville, Isaiah",G,22,R,Drafted (135 - 2019),33,,,,3.09,0.92,ECHL,,0,0.870672463
643,VGK,Loaned,F,"Morozov, Ivan",C,23,R,Drafted (61 - 2018),58,6.0,11.0,17.0,,,AHL,,9,0.0
644,VGK,Loaned,G,"Lindbom, Carl",G,20,L,Drafted (222 - 2021),36,,,,1.86,0.93,HockeyAllsvenskan,,0,0.893320728
646,VGK,Prospects,F,"Gustafson, Jordan",C,19,L,Drafted (79 - 2022),40,16.0,20.0,36.0,,,WHL,,10,0.0
647,VGK,Prospects,F,"Hallum, Jackson",C,21,L,Drafted (91 - 2020),39,6.0,11.0,17.0,,,NCAA,,7,0.0
648,VGK,Prospects,F,"Donovan, Ryder",C,22,R,Drafted (110 - 2019),34,2.0,2.0,4.0,,,NCAA,,2,0.0
649,VGK,Prospects,F,"Demek, Jakub",RW,20,L,Drafted (128 - 2021),15,4.0,7.0,11.0,,,WHL,,8,0.0
650,VGK,Prospects,F,"Hemmerling, Ben",RW,19,R,Drafted (177 - 2022),55,21.0,41.0,62.0,,,WHL,,13,0.0
653,VGK,Prospects,D,"Ellis, Noah",RD,21,R,Drafted (184 - 2020),23,1.0,1.0,2.0,,,NCAA,,1,0.0
654,VGK,Prospects,D,"Cholach, Artur",LD,20,L,Drafted (190 - 2021),60,3.0,18.0,21.0,,,OHL,,4,0.0
655,VGK,Prospects,D,"Wiebe, Abram",LD,20,L,Drafted (209 - 2022),54,12.0,41.0,53.0,,,BCHL,,6,0.0
656,VGK,Prospects,G,"Whitehead, Cameron",G,20,L,Drafted (128 - 2022),43,,,,2.83,0.904,USHL,,0,0.864201818
657,VGK,Reserve,F,"Guay, Patrick",LW,21,L,Drafted (145 - 2022),49,16.0,36.0,52.0,,,ECHL,,13,0.0
658,SEA,Majors,C,"Beniers, Matthew",C,20,L,Drafted (2 - 2021),80,24.0,33.0,57.0,,,NHL,,57,0.0
659,SEA,Majors,C,"Wright, Shane",C,19,R,Drafted (4 - 2022),20,15.0,22.0,37.0,,,OHL,,22,0.0
660,SEA,Minors,F,"Kartye, Tye",LW,22,L,Signed to ELC,72,28.0,29.0,57.0,,,AHL,,25,0.0
662,SEA,Minors,F,"Firkus, Jagger",RW,19,R,Drafted (35 - 2022),66,40.0,48.0,88.0,,,WHL,,15,0.0
663,SEA,Minors,F,"Goyette, David",C,19,L,Drafted (61 - 2022),63,41.0,51.0,92.0,,,OHL,,17,0.0
664,SEA,Minors,F,"Winterton, Ryan",C,20,R,Drafted (67 - 2021),34,12.0,24.0,36.0,,,OHL,,13,0.0
665,SEA,Minors,F,"Robertson, Tucker",C,20,R,Drafted (123 - 2022),68,36.0,54.0,90.0,,,OHL,,16,0.0
666,SEA,Minors,F,"Melanson, Jacob",RW,20,R,Drafted (131 - 2021),59,50.0,49.0,99.0,,,QMJHL,,16,0.0
667,SEA,Minors,F,"Morrison, Logan",C,21,R,Signed to ELC,56,40.0,54.0,94.0,,,OHL,,20,0.0
668,SEA,Minors,F,"Henman, Luke",C,23,L,Signed to ELC,67,7.0,8.0,15.0,,,AHL,,7,0.0
669,SEA,Minors,F,"Petman, Ville",C,23,L,Signed to ELC,72,12.0,16.0,28.0,,,AHL,,12,0.0
670,SEA,Minors,D,"Seppälä, Peetro",LD,23,L,Signed to ELC,70,1.0,11.0,12.0,,,AHL,,5,0.0
671,SEA,Minors,D,"Evans, Ryker",LD,21,L,Drafted (35 - 2021),71,6.0,38.0,44.0,,,AHL,,20,0.0
672,SEA,Minors,D,"Nelson, Ty",RD,19,R,Drafted (68 - 2022),67,24.0,52.0,76.0,,,OHL,,13,0.0
673,SEA,Minors,D,"Ottavainen, Ville",RD,21,R,Drafted (99 - 2021),54,5.0,11.0,16.0,,,Liiga,,11,0.0
674,SEA,Loaned,F,"Nyman, Jani",LW,19,L,Drafted (49 - 2022),29,10.0,4.0,14.0,,,Liiga,,17,0.0
675,SEA,Loaned,G,"Kokko, Niklas",G,19,L,Drafted (58 - 2022),14,,,,2.95,0.901,Mestis,,0,0.865735928
678,SEA,Prospects,F,"MacDonald, Ben",C,19,L,Drafted (91 - 2022),52,23.0,27.0,50.0,,,BCHL,,6,0.0
680,SEA,Prospects,F,"Hall, Barrett",C,19,L,Drafted (164 - 2022),56,17.0,28.0,45.0,,,USHL,,9,0.0
682,SEA,Prospects,F,"Janicke, Justin",LW,20,L,Drafted (195 - 2021),36,7.0,7.0,14.0,,,NCAA,,6,0.0
683,SEA,Prospects,F,"Jackson, Kyle",C,20,L,Drafted (196 - 2022),67,31.0,52.0,83.0,,,OHL,,15,0.0
687,SEA,Prospects,D,"Jugnauth, Tyson",LD,19,L,Drafted (100 - 2022),32,5.0,10.0,15.0,,,NCAA,,7,0.0
689,SEA,Prospects,G,"Vyazovoi, Semyon",G,20,L,Drafted (163 - 2021),24,,,,2.27,0.92,VHL,,0,0.885817027
691,TOR,Majors,LW,"Knies, Matthew",LW,20,L,Drafted (57 - 2021),40,21.0,21.0,42.0,,,NCAA,,17,0.0
692,TOR,Minors,F,"Robertson, Nicholas",LW,22,L,Drafted (53 - 2019),15,2.0,3.0,5.0,,,NHL,,5,0.0
693,TOR,Minors,F,"Steeves, Alex",LW,23,L,Signed to ELC,65,19.0,32.0,51.0,,,AHL,,25,0.0
694,TOR,Minors,F,"Der-Arguchintsev, Semyon",C,23,R,Drafted (76 - 2018),50,12.0,28.0,40.0,,,AHL,,26,0.0
696,TOR,Minors,F,"Minten, Fraser",C,19,L,Drafted (38 - 2022),57,31.0,36.0,67.0,,,WHL,,14,0.0
697,TOR,Minors,F,"Hirvonen, Roni",LW,21,L,Drafted (59 - 2020),57,15.0,13.0,28.0,,,Liiga,,18,0.0
698,TOR,Minors,F,"Ovchinnikov, Dmitry",C,21,L,Drafted (137 - 2020),68,5.0,8.0,13.0,,,KHL,,12,0.0
699,TOR,Minors,F,"Voit, Ty",LW,20,R,Drafted (153 - 2021),67,24.0,81.0,105.0,,,OHL,,19,0.0
700,TOR,Minors,F,"Tverberg, Ryan",C,21,R,Drafted (213 - 2020),35,15.0,15.0,30.0,,,NCAA,,14,0.0
701,TOR,Minors,F,"Ellis, Max",RW,23,R,Signed to ELC,49,10.0,10.0,20.0,,,AHL,,13,0.0
702,TOR,Minors,F,"Kressler, Braeden",C,20,R,Signed to ELC,47,25.0,27.0,52.0,,,OHL,,13,0.0
703,TOR,Minors,D,"Niemelä, Topi",RD,21,R,Drafted (64 - 2020),58,8.0,10.0,18.0,,,Liiga,,11,0.0
704,TOR,Minors,D,"Kokkonen, Mikko",LD,22,L,Drafted (84 - 2019),36,0.0,6.0,6.0,,,AHL,,5,0.0
705,TOR,Minors,D,"Villeneuve, William",RD,21,R,Drafted (122 - 2020),54,3.0,22.0,25.0,,,AHL,,15,0.0
706,TOR,Minors,G,"Hildeby, Dennis",G,22,L,Drafted (122 - 2022),21,,,,2.25,0.918,SHL,,0,0.898681718
707,TOR,Minors,G,"Peksa, Vyacheslav",G,21,L,Drafted (185 - 2021),40,,,,2.34,0.921,VHL,,0,0.88638974
708,TOR,Loaned,G,"Akhtiamov, Artur",G,21,L,Drafted (106 - 2020),39,,,,1.74,0.943,VHL,,0,0.898989423
709,TOR,Prospects,F,"Moldenhauer, Nicholas",RW,19,R,Drafted (95 - 2022),55,30.0,45.0,75.0,,,USHL,,16,0.0
710,TOR,Prospects,F,"Grebenkin, Nikita",RW,20,L,Drafted (135 - 2022),45,9.0,17.0,26.0,,,KHL,,37,0.0
712,TOR,Prospects,F,"Miettinen, Veeti",RW,21,L,Drafted (168 - 2020),41,12.0,24.0,36.0,,,NCAA,,14,0.0
713,TOR,Prospects,F,"Miller, Joe",C,21,R,Drafted (180 - 2020),33,13.0,15.0,28.0,,,NCAA,,13,0.0
714,TOR,Prospects,F,"Lisowsky, Brandon",LW,19,L,Drafted (218 - 2022),65,38.0,33.0,71.0,,,WHL,,13,0.0
715,TOR,Prospects,D,"Koster, Mike",LD,22,L,Drafted (146 - 2019),40,6.0,23.0,29.0,,,NCAA,,12,0.0
717,TOR,Prospects,D,"Fusco, John",LD,22,L,Drafted (189 - 2020),22,3.0,8.0,11.0,,,NCAA,,8,0.0
718,TOR,Reserve,F,"Kizimov, Semyon",RW,23,L,Drafted (211 - 2018),26,7.0,13.0,20.0,,,VHL,,21,0.0
719,TBL,Minors,F,"Fortier, Gabriel",LW,23,L,Drafted (59 - 2018),67,11.0,18.0,29.0,,,AHL,,14,0.0
720,TBL,Minors,F,"Finley, Jack",C,21,R,Drafted (57 - 2020),67,12.0,9.0,21.0,,,AHL,,10,0.0
721,TBL,Minors,F,"Goncalves, Gage",LW,22,L,Drafted (62 - 2020),71,13.0,41.0,54.0,,,AHL,,24,0.0
722,TBL,Minors,F,"Groshev, Maxim",RW,21,L,Drafted (85 - 2020),34,4.0,2.0,6.0,,,KHL,,11,0.0
723,TBL,Minors,F,"Edmonds, Lucas",RW,22,R,Drafted (86 - 2022),49,15.0,12.0,27.0,,,AHL,,18,0.0
724,TBL,Minors,F,"Dureau, Jaydon",LW,22,L,Drafted (147 - 2020),36,6.0,13.0,19.0,,,ECHL,,6,0.0
725,TBL,Minors,F,"MacArthur, Bennett",LW,22,L,Signed to ELC,53,10.0,18.0,28.0,,,ECHL,,6,0.0
726,TBL,Minors,F,"Usau, Ilya",C,22,L,Signed to ELC,57,4.0,12.0,16.0,,,AHL,,9,0.0
727,TBL,Minors,D,"Thompson, Jack",RD,21,R,Drafted (93 - 2020),71,8.0,15.0,23.0,,,AHL,,10,0.0
728,TBL,Minors,D,"Schmidt, Roman",RD,20,R,Drafted (96 - 2021),64,4.0,24.0,28.0,,,OHL,,5,0.0
729,TBL,Minors,D,"Crozier, Maxwell",RD,23,R,Drafted (120 - 2019),37,3.0,21.0,24.0,,,NCAA,,10,0.0
730,TBL,Minors,D,"Carlile, Declan",LD,23,L,Signed to ELC,69,8.0,16.0,24.0,,,AHL,,11,0.0
731,TBL,Minors,D,"Lilleberg, Emil Martinsen",LD,22,L,Signed to ELC,46,3.0,8.0,11.0,,,SHL,,11,0.0
732,TBL,Minors,G,"Alnefelt, Hugo",G,22,L,Drafted (71 - 2019),33,,,,2.77,0.904,AHL,,0,0.879916713
733,TBL,Prospects,F,"Howard, Isaac",LW,19,L,Drafted (31 - 2022),35,6.0,11.0,17.0,,,NCAA,,8,0.0
736,TBL,Prospects,F,"Duke, Dylan",LW,20,L,Drafted (126 - 2021),41,18.0,14.0,32.0,,,NCAA,,12,0.0
737,TBL,Prospects,F,"Capone, Nick",RW,21,R,Drafted (157 - 2020),35,9.0,9.0,18.0,,,NCAA,,8,0.0
738,TBL,Prospects,F,"Kurth, Connor",RW,20,R,Drafted (192 - 2022),38,7.0,4.0,11.0,,,NCAA,,5,0.0
740,TBL,Prospects,F,"Flinton, Robert",LW,20,L,Drafted (211 - 2021),27,6.0,9.0,15.0,,,NCAA,,9,0.0
742,TBL,Prospects,F,"Webster, Mckade",C,23,R,Drafted (213 - 2019),30,6.0,8.0,14.0,,,NCAA,,7,0.0
743,TBL,Prospects,F,"Huuhtanen, Niko",RW,20,R,Drafted (224 - 2021),48,17.0,13.0,30.0,,,Liiga,,23,0.0
744,TBL,Prospects,F,"Veinbergs, Klavs",C,20,L,Drafted (224 - 2022),50,12.0,16.0,28.0,,,USHL,,7,0.0
745,TBL,Prospects,D,"Powell, Eamon",RD,21,R,Drafted (116 - 2020),36,5.0,17.0,22.0,,,NCAA,,10,0.0
747,TBL,Prospects,D,"Gagne, Alex",LD,21,L,Drafted (192 - 2021),35,1.0,8.0,9.0,,,NCAA,,4,0.0
748,TBL,Prospects,D,"Pylenkov, Daniil",LD,22,L,Drafted (196 - 2021),40,4.0,17.0,21.0,,,KHL,,33,0.0
749,TBL,Prospects,D,"Gill, Dyllan",RD,19,R,Drafted (223 - 2022),68,8.0,49.0,57.0,,,QMJHL,,8,0.0
750,TBL,Prospects,G,"Malík, Nick",G,21,L,Drafted (160 - 2022),24,,,,2.74,0.891,Liiga,,0,0.873867994
751,EDM,Majors,C,"McLeod, Ryan",C,23,L,Drafted (40 - 2018),57,11.0,12.0,23.0,,,NHL,,23,0.0
752,EDM,Majors,LW,"Holloway, Dylan",LW,21,L,Drafted (14 - 2020),51,3.0,6.0,9.0,,,NHL,,9,0.0
753,EDM,Majors,RD,"Bouchard, Evan",RD,23,R,Drafted (10 - 2018),82,8.0,32.0,40.0,,,NHL,,40,0.0
754,EDM,Majors,D,"Broberg, Philip",LD,22,L,Drafted (8 - 2019),46,1.0,7.0,8.0,,,NHL,,8,0.0
755,EDM,Minors,F,"Lavoie, Raphael",RW,22,R,Drafted (38 - 2019),61,25.0,20.0,45.0,,,AHL,,24,0.0
756,EDM,Minors,F,"Bourgault, Xavier",RW,20,R,Drafted (22 - 2021),62,13.0,21.0,34.0,,,AHL,,17,0.0
757,EDM,Minors,F,"Savoie, Carter",LW,21,L,Drafted (100 - 2020),44,8.0,3.0,11.0,,,AHL,,8,0.0
758,EDM,Minors,F,"Chiasson, Jake",C,20,R,Drafted (116 - 2021),70,20.0,38.0,58.0,,,WHL,,10,0.0
759,EDM,Minors,F,"Tullio, Tyler",RW,21,R,Drafted (126 - 2020),63,13.0,13.0,26.0,,,AHL,,13,0.0
